family,type,size,budget,memory,threshold
randomized,line,15,0,1
randomized,line,15,0,2
randomized,line,15,0,3
randomized,line,15,0,4
randomized,line,15,0,5
randomized,line,15,0,6
randomized,line,15,0,7
randomized,line,15,0,8
randomized,line,15,1,1
randomized,line,15,1,2
randomized,line,15,1,3
randomized,line,15,1,4
randomized,line,15,1,5
randomized,line,15,1,6
randomized,line,15,1,7
randomized,line,15,1,8
randomized,line,15,2,1
randomized,line,15,2,2
randomized,line,15,2,3
randomized,line,15,2,4
randomized,line,15,2,5
randomized,line,15,2,6
randomized,line,15,2,7
randomized,line,15,2,8
randomized,line,15,3,1
randomized,line,15,3,2
randomized,line,15,3,3
randomized,line,15,3,4
randomized,line,15,3,5
randomized,line,15,3,6
randomized,line,15,3,7
randomized,line,15,3,8
randomized,line,15,4,1
randomized,line,15,4,2
randomized,line,15,4,3
randomized,line,15,4,4
randomized,line,15,4,5
randomized,line,15,4,6
randomized,line,15,4,7
randomized,line,15,4,8
randomized,line,15,5,1
randomized,line,15,5,2
randomized,line,15,5,3
randomized,line,15,5,4
randomized,line,15,5,5
randomized,line,15,5,6
randomized,line,15,5,7
randomized,line,15,5,8
randomized,line,15,6,1
randomized,line,15,6,2
randomized,line,15,6,3
randomized,line,15,6,4
randomized,line,15,6,5
randomized,line,15,6,6
randomized,line,15,6,7
randomized,line,15,6,8
randomized,line,15,7,1
randomized,line,15,7,2
randomized,line,15,7,3
randomized,line,15,7,4
randomized,line,15,7,5
randomized,line,15,7,6
randomized,line,15,7,7
randomized,line,15,7,8
