family,type,size,budget,memory,threshold
randomized,maze,7,0,1
randomized,maze,7,0,2
randomized,maze,7,0,3
randomized,maze,7,0,4
randomized,maze,7,0,5
randomized,maze,7,1,1
randomized,maze,7,1,2
randomized,maze,7,1,3
randomized,maze,7,1,4
randomized,maze,7,1,5
randomized,maze,7,2,1
randomized,maze,7,2,2
randomized,maze,7,2,3
randomized,maze,7,2,4
randomized,maze,7,2,5
randomized,maze,7,3,1
randomized,maze,7,3,2
randomized,maze,7,3,3
randomized,maze,7,3,4
randomized,maze,7,3,5
randomized,maze,7,4,1
randomized,maze,7,4,2
randomized,maze,7,4,3
randomized,maze,7,4,4
randomized,maze,7,4,5
randomized,maze,7,5,1
randomized,maze,7,5,2
randomized,maze,7,5,3
randomized,maze,7,5,4
randomized,maze,7,5,5
randomized,maze,7,6,1
randomized,maze,7,6,2
randomized,maze,7,6,3
randomized,maze,7,6,4
randomized,maze,7,6,5
randomized,maze,7,7,1
randomized,maze,7,7,2
randomized,maze,7,7,3
randomized,maze,7,7,4
randomized,maze,7,7,5
randomized,maze,7,8,1
randomized,maze,7,8,2
randomized,maze,7,8,3
randomized,maze,7,8,4
randomized,maze,7,8,5
randomized,maze,7,9,1
randomized,maze,7,9,2
randomized,maze,7,9,3
randomized,maze,7,9,4
randomized,maze,7,9,5
